Event,Race,Description,Participants,Registration Opens,Registration Closes,Entry Fee,Sign Up,Date,Starting Time,Starting Point,Country,SumDistance,SumElevation Gain,SumDescent,SumRefreshment Points,SumTimeLimit,Website,CourseUrl,LogoPicURL,ProfilePicURL,SourceUrl
Alésia Trail 2019,Tendinix,"La Tendinix, créée en 2013, présente un parcours de 26.4 km et 850 D+ sur chemins et sentiers à travers les  paysages  préservés du pays d'Alesia",500,31 March 2019,15 September 2019,25€ puis 30€ à partir du 01/09/2019,http://www.alesiatrail.com/inscriptions.php?id=4,22 September 2019,09:30,Alise-Sainte-Reine,France,26.3km,650m,650m,2,,http://www.alesiatrail.com/,https://tracedetrail.fr/en/trace/itra/81818,,https://itra.run/orga_pic/p_3972_1.jpg,https://itra.run/calend.php?ide=2047&mode=getEvt&id=2047&annee=2019&idc=3972
Alésia Trail 2019,Oppidum,"L'Oppidum propose un parcours de 17.3km et 520 D+. La traversée de Flavigny sur Ozerain, village médiéval classé, la course sur ses remparts, le ravitaillement au sein d'un domaine viticole, ponctueront votre course. Un tracé magnifique. C'est l'épreuve la plus populaire d'Alesia Trail.",800,31 March 2019,15 September 2019,20€ puis 25€ à partir du 01/09/2019,http://www.alesiatrail.com/inscriptions.php?id=1,22 September 2019,10:00,Alise-Sainte-Reine,France,17.3km,400m,410m,2,,http://www.alesiatrail.com/,https://tracedetrail.fr/en/trace/itra/81816,,https://itra.run/orga_pic/p_3973_1.jpg,https://itra.run/calend.php?ide=2047&mode=getEvt&id=2047&annee=2019&idc=3973
Alésia Trail 2019,Oppidum Marche Nordique,"L'Oppidum propose un parcours de 17.3km et 520 D+. La traversée de Flavigny sur Ozerain, village médiéval classé, la course sur ses remparts, le ravitaillement au sein d'un domaine viticole, ponctueront votre course. Un tracé magnifique. Cette distance est l'épreuve la plus populaire d'Alesia Trail, il était donc normal de l'ouvrir à la marche nordique",200,31 March 2019,15 September 2019,20 € puis 25 € à partir du 01/09/2019,http://www.alesiatrail.com/inscriptions.php?id=5,22 September 2019,10:30,Alise-Sainte-Reine,France,17.3km,390m,390m,2,,http://www.alesiatrail.com/,https://tracedetrail.fr/en/trace/itra/82295,,,https://itra.run/calend.php?ide=2047&mode=getEvt&id=2047&annee=2019&idc=19035
Alésia Trail 2019,Rikikix,"Cette course familiale permet de s'initier en toute tranquillité au trail, sur un parcours forestier qui vous emmènera découvrir les alentours du site d'Alésia",500,31 March 2019,15 September 2019,15€ puis 20€ à partir du 01/09/2019,http://www.alesiatrail.com/inscriptions.php?id=1,22 September 2019,10:45,Alise-Sainte-Reine,,8.4km,330m,330m,1,,http://www.alesiatrail.com/,,,,https://itra.run/calend.php?ide=2047&mode=getEvt&id=2047&annee=2019&idc=19037
Grand To Grand Ultra 2019,Grand To Grand Ultra,,,,,,,22 September 2019,08:00,Grand,Etats-Unis,274.5,5370.0,4360.0,0,08:42:00,http://www.g2gultra.com,,,,https://itra.run/calend.php?ide=469&mode=getEvt&id=469&annee=2019&idc=3448
Marloth Mountain Challenge 2019,55 Km Mmc Ultra Marathon,,250,28 February 2019,1 October 2019,R1890,,22 September 2019,06:00,SWELLENDAM,Afrique du Sud,54.8km,3570m,3570m,2,12:00,http://www.mountainchallenge.co.za,https://tracedetrail.fr/en/trace/itra/77787,/orga_pic/logo_med823.png,https://itra.run/orga_pic/p_2051_1.jpg,https://itra.run/calend.php?ide=823&mode=getEvt&id=823&annee=2019&idc=2051
Mountain Lakes 100 2019,Mountain Lakes 100,,150,1 February 2019,15 September 2019,$280,https://ultrasignup.com/register.aspx?did=42206,22 September 2019,08:00,"Portland,",Etats-Unis,154.6km,3780m,3770m,14,30:00,https://gobeyondracing.com/races/mountain-lakes-100/,https://tracedetrail.fr/en/trace/itra/73131,/orga_pic/logo_med886.jpg,,https://itra.run/calend.php?ide=886&mode=getEvt&id=886&annee=2019&idc=2973
Préalpes Trail Du Mouret 2019,50K - Trail Expert,"A travers le massif de la Berra, ce parcours entre Sarine, Singine et Gruyère (dans le canton de Fribourg en Suisse) a été soigneusement pensé pour vous proposer des itinéraires sauvages où s'alternent sections techniques et roulantes avec un ratio dénivelé/distance intéressant. Tout ces ingrédients font de ce 50 km une course de caractère comptant pour l'Armailli Trail Challenge.",200,1 February 2019,18 September 2019,CHF 55.- par personne,https://www.mso-chrono.ch/fr/2019/1183-prealpes-trail-du-mouret#widget-1183,22 September 2019,07:30,Le,Suisse,50.4km,2800m,2800m,3,,http://www.prealpes-trail-du-mouret.ch/,https://tracedetrail.fr/en/trace/itra/77971,/orga_pic/logo_med3679.png,https://itra.run/orga_pic/p_8077_2.jpg,https://itra.run/calend.php?ide=3679&mode=getEvt&id=3679&annee=2019&idc=8077
Préalpes Trail Du Mouret 2019,30K - Trail Confirmé,"A travers le massif de la Berra, ce parcours entre Sarine, Singine et Gruyère (dans le canton de Fribourg en Suisse) a été soigneusement pensé pour vous proposer des itinéraires sauvages où s'alternent sections techniques et roulantes avec un ratio dénivelé/distance intéressant. Tout ces ingrédients font de ce 30 km une course de caractère.",200,1 February 2019,18 September 2019,CHF 45.- par personne,https://www.mso-chrono.ch/fr/2019/1183-prealpes-trail-du-mouret#widget-1183,22 September 2019,08:30,Le,Suisse,32.2km,1610m,1610m,2,,http://www.prealpes-trail-du-mouret.ch/,https://tracedetrail.fr/en/trace/itra/77973,/orga_pic/logo_med3679.png,https://itra.run/orga_pic/p_11953_1.jpg,https://itra.run/calend.php?ide=3679&mode=getEvt&id=3679&annee=2019&idc=11953
Préalpes Trail Du Mouret 2019,20K - Trail Découverte,"A travers le massif de la Berra, ce parcours entre Sarine, Singine et Gruyère (dans le canton de Fribourg en Suisse) a été soigneusement pensé pour vous proposer des itinéraires sauvages où s'alternent sections techniques et roulantes avec un ratio dénivelé/distance intéressant. Tout ces ingrédients font de ce 20 km une course de caractère.",400,1 February 2019,18 September 2019,CHF 35.-  par personne,https://www.mso-chrono.ch/fr/2019/1183-prealpes-trail-du-mouret#widget-1183,22 September 2019,09:30,Le,Suisse,20.1km,910m,910m,1,,http://www.prealpes-trail-du-mouret.ch/,https://tracedetrail.fr/en/trace/itra/77974,/orga_pic/logo_med3679.png,https://itra.run/orga_pic/p_11951_2.jpg,https://itra.run/calend.php?ide=3679&mode=getEvt&id=3679&annee=2019&idc=11951
Sky View Trail Yamada Noboru 2019,Memorial Cup,,900,3 April 2019,10 July 2019,32000jpy,https://runnetglobal.com/entry/runtes/smp/competitiondetail.do?raceId=E327682&div=1,22 September 2019,04:00,Kawaba.vill,Japon,143.1km,10220m,10220m,8,38:00,https://skyviewtrail.com/,https://tracedetrail.fr/en/trace/itra/82362,/orga_pic/logo_med1183.jpg,https://itra.run/orga_pic/p_3239_1.jpg,https://itra.run/calend.php?ide=1183&mode=getEvt&id=1183&annee=2019&idc=3239
Sky View Trail Yamada Noboru 2019,70,,500,3 April 2019,10 July 2019,17000jpy,https://runnetglobal.com/entry/runtes/smp/competitiondetail.do?raceId=E327682&div=1,22 September 2019,06:00,Minakami,Japon,75.1km,5250m,5630m,4,24:00,https://skyviewtrail.com/,https://tracedetrail.fr/en/trace/itra/82363,/orga_pic/logo_med1183.jpg,https://itra.run/orga_pic/p_10261_3.jpg,https://itra.run/calend.php?ide=1183&mode=getEvt&id=1183&annee=2019&idc=10261
Sky View Trail Yamada Noboru 2019,30,"上州武尊山スカイビュートレイル30
Description in English
Sky View Trail 30",500,,10 July 2019,7000jpy,https://runnetglobal.com/entry/runtes/smp/competitiondetail.do?raceId=E327682&div=1,22 September 2019,09:00,Katashina.vill,Japon,31.3km,1850m,2570m,1,08:00,https://skyviewtrail.com/,,/orga_pic/logo_med1183.jpg,https://itra.run/orga_pic/p_10265_1.jpg,https://itra.run/calend.php?ide=1183&mode=getEvt&id=1183&annee=2019&idc=10265
Subida Vertical Pico Del Buitre Arcos 2019,Subida Vertical Pico Buitre,"Integrada en el Circuito de Carreras de la Comarca de Gúdar-Javalambre, es una Carrera x Montaña en formato contrarreloj individual de 9.5 km y 1097 metros de D+ junto con 180 metros de D-
Description in English
Integrated in the Racing Circuit of the Gúdar-Javalambre Region, it is a Race x Mountain in individual time trial format of 9.5 km and 1097 meters of D + together with 180 meters of D-",300,25 February 2019,20 September 2019,Entre 12 y 20 euros según periodos,https://www.toprun.es,22 September 2019,09:00,Arcos,Espagne,9.5km,1000m,120m,1,02:30,https://www.corremontrail.com,https://tracedetrail.fr/en/trace/itra/81740,/orga_pic/logo_med7317.png,https://itra.run/orga_pic/p_18563_1.png,https://itra.run/calend.php?ide=7317&mode=getEvt&id=7317&annee=2019&idc=18563
The Georgia Jewel 2019,Georgia Jewel 100 Miler,,70,3 December 2018,8 September 2019,,https://www.georgiajewel.com/,22 September 2019,05:00,"Dalton,",Etats-Unis,162.8km,4000m,4000m,18,32:00,https://www.georgiajewel.com/,https://tracedetrail.fr/en/trace/itra/73517,,https://itra.run/orga_pic/p_16429_2.jpg,https://itra.run/calend.php?ide=3117&mode=getEvt&id=3117&annee=2019&idc=16429
The Georgia Jewel 2019,Georgia Jewel 50,,75,3 December 2018,8 September 2019,,https://www.georgiajewel.com/,22 September 2019,07:15,"Dalton,",Etats-Unis,80.1km,2050m,1950m,9,17:00,https://www.georgiajewel.com/,https://tracedetrail.fr/en/trace/itra/73518,,https://itra.run/orga_pic/p_16749_2.jpg,https://itra.run/calend.php?ide=3117&mode=getEvt&id=3117&annee=2019&idc=16749
The Georgia Jewel 2019,Georgia Jewel 35,,100,3 December 2018,8 September 2019,,https://www.georgiajewel.com/,22 September 2019,07:20,"Dalton,",Etats-Unis,61.8km,1700m,1600m,8,12:00,https://www.georgiajewel.com/,https://tracedetrail.fr/en/trace/itra/73519,,https://itra.run/orga_pic/p_16751_2.jpg,https://itra.run/calend.php?ide=3117&mode=getEvt&id=3117&annee=2019&idc=16751
Trail Des Cabanes 2019,Trail Des Cabanes,,,,,,,22 September 2019,05:00,Fully,Suisse,39.5km,3290m,3300m,8,12:00,http://www.fullysorniot.ch,https://tracedetrail.fr/en/trace/itra/79512,/orga_pic/logo_med6303.jpg,https://itra.run/orga_pic/p_15319_1.jpg,https://itra.run/calend.php?ide=6303&mode=getEvt&id=6303&annee=2019&idc=15319
Santiago Pontones Trail Weekend 2019,Ultra Trail Sierra De Segura,Ultra Trail por montaña en la Sierra de Segura (Jaén-Andalucía) con 102 KM de recorrido y 3.570 mt de desnivel positivo,200,29 April 2019,30 August 2019,"35€ del 1 de mayo al 30 junio 2017
40€ del 1 de julio al 1 septiembre 2017",http://ultrasierrasegura.com/ultra/,21 September 2019,06:00,Santiago,Espagne,100km,3740m,3680m,13,20:00,http://ultrasierrasegura.com/,,,,https://itra.run/calend.php?ide=4265&mode=getEvt&id=4265&annee=2019&idc=9671
Santiago Pontones Trail Weekend 2019,Long Trail Sierra De Segura,,200,29 April 2019,30 August 2019,"25âŹ del 1 de mayo al 30 de junio de 2017
30âŹ del 1 de julio al 1 de septiembre de 2017",http://ultrasierrasegura.com/larga/,21 September 2019,12:00,Santiago,Espagne,50km,1970m,1920m,6,24:00,http://ultrasierrasegura.com/,,,,https://itra.run/calend.php?ide=4265&mode=getEvt&id=4265&annee=2019&idc=9673
Waterous Trail On Foot 2019,Wtf 100,"Other than being an attention-grabbing name, WTF is an acronym for “Waterous Trail on Foot”. Held annually on the last weekend in September (WA’s Queen’s Birthday Public Holiday weekend), the 50mi and 100mi events both start at 6am on Saturday, and have generous cut-off times.",30,11 March 2019,6 September 2019,AUD$130,http://wtfultra.com/,21 September 2019,06:00,Dwellingup,Australie,162km,3190m,3190m,9,36:00,http://wtfultra.com/,,/orga_pic/logo_med1814.jpg,https://itra.run/orga_pic/p_2332_1.jpg,https://itra.run/calend.php?ide=1814&mode=getEvt&id=1814&annee=2019&idc=2332
Waterous Trail On Foot 2019,Wtf 50,"Other than being an attention-grabbing name, WTF is an acronym for “Waterous Trail on Foot”. Held annually on the last weekend in September (WA’s Queen’s Birthday Public Holiday weekend), the 50mi and 100mi events both start at 6am on Saturday, and have generous cut-off times.",40,11 March 2019,6 September 2019,AUD$100,http://wtfultra.com/,21 September 2019,06:30,Jarrahdale,Australie,81.5km,1590m,1570m,4,18:00,http://wtfultra.com/,,/orga_pic/logo_med1814.jpg,,https://itra.run/calend.php?ide=1814&mode=getEvt&id=1814&annee=2019&idc=5429
Engelhorn Sports Pfalztrail 2019,Pfalztrail,,400,16 September 2018,22 September 2019,"bis 31.12.2018  35 Euro	
01.01. - 28.02.2019  40 Euro	
01.03. - 31.07.2019	 45 Euro
        ab 01.08.2019  50 Euro",http://www.pfalztrail.de/anmelden.html,22 September 2019,10:00,Carlsberg-Hertlingshausen,Allemagne,32.7km,740m,740m,3,08:00,http://www.pfalztrail.de,,/orga_pic/logo_med1147.jpg,https://itra.run/orga_pic/p_3511_1.jpg,https://itra.run/calend.php?ide=1147&mode=getEvt&id=1147&annee=2019&idc=3511
Engelhorn Sports Pfalztrail 2019,Basetrail,"Der BaseTrail ist der Lauf fĂźr die ""fortgeschrittenen AnfĂ¤nger"" des Trail Running. Er ist weniger kraftraubend als die anspruchsvolleren Strecken der Veranstaltung, weist aber bereits alle typischen Merkmale eines Trail Runs auf
Description in English
The BaseTrail is the run for the ""advanced beginners"" of trail running. It is much less strenuous as the longer distances, but already presents the typical characteristics of a ""real trail""",400,16 September 2018,22 September 2019,"bis 31.12.2018  25 Euro	
01.01. - 28.02.2019  30 Euro	
01.03. - 31.07.2019	 35 Euro
        ab 01.08.2019  40 Euro",http://www.pfalztrail.de/anmelden.html,22 September 2019,11:15,Carlsberg-Hertlingshausen,Allemagne,16.7km,400m,400m,1,07:00,http://www.pfalztrail.de,,/orga_pic/logo_med1147.jpg,https://itra.run/orga_pic/p_3512_1.jpg,https://itra.run/calend.php?ide=1147&mode=getEvt&id=1147&annee=2019&idc=3512
Engelhorn Sports Pfalztrail 2019,On Funtrail,"Der On FunTrail ist der ""Schnupper""-Trail fĂźr AnfĂ¤nger und bietet auf einer kurzen Strecke typische Merkmale des Trail Runnings
Description in English
The On FunTrail is for the real beginner for learning about some typical characteristics of trail running",150,16 September 2018,22 September 2019,"bis 31.12.2018    15 Euro	
01.01. - 28.02.2019  20 Euro	
01.03. - 31.07.2019	 25 Euro
        ab 01.08.2019  30 Euro",,22 September 2019,11:30,Carlsberg,Allemagne,8.8km,140m,140m,N/A,,http://www.pfalztrail.de,,/orga_pic/logo_med1147.jpg,https://itra.run/orga_pic/p_12707_1.jpg,https://itra.run/calend.php?ide=1147&mode=getEvt&id=1147&annee=2019&idc=12707
Coastal 50Km & Marathon 2019,Coastal 50Km,,,,,,,21 September 2019,07:00,Stinson,Etats-Unis,49.1km,1790m,1790m,6,,http://www.coastaltrailruns.com/coastal50.html,https://tracedetrail.fr/en/trace/itra/75753,,,https://itra.run/calend.php?ide=6941&mode=getEvt&id=6941&annee=2019&idc=17245
Coastal 50Km & Marathon 2019,Coastal Marathon,,,,,,,21 September 2019,07:00,Stinson,Etats-Unis,40.6km,1530m,1520m,5,,http://www.coastaltrailruns.com/coastal50.html,https://tracedetrail.fr/en/trace/itra/75755,,,https://itra.run/calend.php?ide=6941&mode=getEvt&id=6941&annee=2019&idc=17247
Maverick Inov-8 Utss 2019,Maverick Inov-8 Utss,,,,,,,21 September 2019,08:00,Llanberis,Royaume-Uni,64.2km,3200m,3200m,4,19:00,http://www.maverick-race.com/races/,https://tracedetrail.fr/en/trace/itra/69784,,,https://itra.run/calend.php?ide=6413&mode=getEvt&id=6413&annee=2019&idc=15669
La Skyrhune 2019,La Skyrhune,,,,,,,21 September 2019,14:00,(France),France,20.7km,1690m,1690m,5,,http://www.skyrhune.com/,,,,https://itra.run/calend.php?ide=670&mode=getEvt&id=670&annee=2019&idc=3057
Malinovyy Trail 2019,Malinovyy Trail,,,,,,,22 September 2019,11:00,Санкт-Петербург,Russie,25km,220m,220m,3,03:00,https://vk.com/startrail,,,,https://itra.run/calend.php?ide=7121&mode=getEvt&id=7121&annee=2019&idc=17811
Ultra Trail Gold Coast 2019,Nerang 500 Kms,,,,,,,25 September 2019,06:00,Nerang,Australie,505.5km,17950m,17960m,20,144:00,http://www.nerang200miler.com,https://tracedetrail.fr/en/trace/itra/75289,/orga_pic/logo_med922.png,,https://itra.run/calend.php?ide=922&mode=getEvt&id=922&annee=2019&idc=17201
Ultra Trail Gold Coast 2019,Nerang 200 Miler,,100,28 February 2019,25 September 2019,$800,,26 September 2019,06:00,Nerang,Australie,328.5km,11660m,11680m,13,96:00,http://www.nerang200miler.com,https://tracedetrail.fr/en/trace/itra/75288,/orga_pic/logo_med922.png,https://itra.run/orga_pic/p_13061_3.jpg,https://itra.run/calend.php?ide=922&mode=getEvt&id=922&annee=2019&idc=13061
Ultra Trail Gold Coast 2019,Nerang 100 Miler,,100,28 February 2019,25 September 2019,$A300,http://www.nerang100miler.com/enter/,28 September 2019,06:00,Nerang,Australie,176.9km,6280m,6290m,6,36:00,http://www.nerang200miler.com,https://tracedetrail.fr/en/trace/itra/75287,/orga_pic/logo_med922.png,https://itra.run/orga_pic/p_1951_3.jpg,https://itra.run/calend.php?ide=922&mode=getEvt&id=922&annee=2019&idc=1951
Ultra Trail Gold Coast 2019,Nerang 100 Kms,,200,28 February 2019,25 September 2019,$A212,http://www.nerang100miler.com/enter/,28 September 2019,06:00,Nerang,Australie,101km,3580m,3600m,4,20:00,http://www.nerang200miler.com,https://tracedetrail.fr/en/trace/itra/75286,/orga_pic/logo_med922.png,https://itra.run/orga_pic/p_8905_3.jpg,https://itra.run/calend.php?ide=922&mode=getEvt&id=922&annee=2019&idc=8905
Ultra Trail Gold Coast 2019,Nerang 50 Kms,,100,28 February 2019,25 September 2019,AUD120,https://www.nerang100miler.com/enter/,29 September 2019,06:00,Nerang,Australie,50.5km,1790m,1800m,2,08:00,http://www.nerang200miler.com,https://tracedetrail.fr/en/trace/itra/75285,/orga_pic/logo_med922.png,https://itra.run/orga_pic/p_13063_1.jpg,https://itra.run/calend.php?ide=922&mode=getEvt&id=922&annee=2019&idc=13063
Ultra Trail Gold Coast 2019,Nerang 25 Kms,,100,28 February 2019,25 September 2019,AUD80,https://www.nerang100miler.com/enter/,29 September 2019,07:00,Nerang,Australie,25.2km,890m,900m,1,05:00,http://www.nerang200miler.com,https://tracedetrail.fr/en/trace/itra/75284,/orga_pic/logo_med922.png,https://itra.run/orga_pic/p_13065_1.jpg,https://itra.run/calend.php?ide=922&mode=getEvt&id=922&annee=2019&idc=13065
